final_text,sentiment
good quality base also good budget friendly product,0
got boat rockerz k year working fine without issue product built qlty really good sound quality way better budget good qlty headphone bluetooth wired boat,0
nice product nice build quality sound quality also battery backup good overall product nice price bluetooth range also good upto meter mic quality also goodread,0
one best bluetooth headphone available price wired option make even attractive sound output equally good two shortcoming mic isnt good headphone arent adjustable sideways hence tight start paining minute overcoming issue make perfect,0
product awesome sound quality call not satisfactoryread,0
sound quality good call time sound problemread,0
sound cancellation amazing quality good no problem im totally satisfied productread,0
microphone quality poor person end hard time listening one literally shout make himselfherself audible sound quality however,1
super product sound clarity,0
one speaker not,1
not preferredread,1
love colour combinationand sound quality good easy carry battery backup also,0
tight give pain ear thing goodread,1
uncomfortable tight earsread,1
worst experirience bought headphone recently havent really used properly still always kept wardrobe safely today return policy got one side headphone stopped working flipkrt us cunning technique lure customer wort product work upto return policy period waste money want replacement read,1
thank youread,0
expected boat fulfilled heart great sound bass crystal clear sound great value money buy blindly satisfied price range read,0
superb headphone design mast battery mastbass outstanding future great read,0
everything best price,0
patheticread,1
review product good try give good product first time delivery otherwise product awesome range wireless doesnt much return pack try improve itread,0
superb headphone read,0
sound quality good supercost not comfertable think good love always happy flipkart thnx flipkart love quality read,0
battery back poor battery fully discharged hr use onlyread,1
money well,0
poorread,1
excellent headphone superb bassread,0
simple word,0
first time received damaged productafter replacement received product work wired mode not working bluetooth mode not recommended spend money thisread,1
awsome product built beautiful nice bass thnks,0
used minute battery backup worst battery backup not buy boat bluetooth headset worst battery,1
sound awesomeread,0
awesome product good sound quality bass bluetooth connectivity also good product give best performance compared product price rangeread,0
excellent quality good sound great build body lovely feel listening,0
ultimate headset paisa wasoolread,0
worst doesnt work low sound also tight use one hour,1
product good battery backup bhi se hour chal jata hairead,0
everything fine mic quality not good time callread,0
pure qualityread,1
worth buyingamazing sound qualitywith powerfulll bassaudio quality better bluetooth modeand much better connected aux best price range read,0
bad product scam flipcart want refundread,1
must go itread,0
design colour good sound quality awesome love much,0
base good high balabnce sound size headphone depand earread,0
mic near ear need shout audible bluetooth range foot not otherwise sound battery,1
much impressive priceread,0
sound quality bass r,1
nice bass alsoread,0
need improve okread,1
awesome purchase good sound qualityread,0
ox cable mic properly not,1
microphone not working well bluetooth cant use phone callsread,1
best headphone price rangeread,0
superb sound quality also clear bass design look wise slightly disappointed material feel weak enjoy music no matter durability go,0
supper productread,0
need improve mike,0
dont every buy product sound quality r good design worst tight u cannot wear min purchasing u regret rather go bluetooth earphonesread,1
wonder itemread,0
rocking product highly recommended midrange buyer bass good microphone also good battery backup charging awesome time receiving call sound not come also tight wear first afterwards comfortable overall product,0
boat rockerz excellent choice price range good bass crystal clear sound bluetooth range foot battery life excellent product better using aux cable headphone speech turning onoffand charging cable ok one issue headset tight wearing feel pain ear product must buy good choice price,0
product brokenread,1
not comforting tight head not good productread,1
nice product everything going well backup good fast chargingyou try,0
coolread,0
superb bass lack clearity better sony mdr n also not comfortable small good dealread,0
extremely good built quality not soo much goodread,0
hey fella giving review year usage experience good sound great bass worst part build quality handle broken month usage suggest product good build qualityread,1
hard plastic cushion prone get noise distrubance changing song feel sound quality difference another swiss military price category far better gaming battery backup not good promised average high,1
not comfortable even jus minute usage creates discomfort headphone sponge cushion low quality cushion upper level splitting toned apart usage,1
day side not,1
not good price range not good service centre replaced time due mic problem till problem exists hard wear sound clarity,1
mic quality badread,1
bass good brought product r best value money delivery flipkart super fast delivered one day given dateread,0
got yesterday going great till insane sound nice cancellation im professional musician tell response quite nicely flat right mids low cant go wrong ive heard customer support next level go boat day number one wrt,0
nice product best battery,0
worth money best quality like best full fire read,0
perfect always rockingread,0
amazing sound quality bass design quality region work using long time might get pain outer part ear battery backup impressive use continuously,0
enjoyableread,0
verry nice productread,0
feature best design not good well not suitable phone call disturbance voice,0
waste product not proper voice callsread,1
good product bass audio clarity not good expectingbetter buy boat rockerz version star qualityread,0
excellent product recommendedread,0
good feel pain ear using not comfortableread,1
bad product not usefulread,1
nice headphone ever maderead,0
best ever loved plzz guy buy itread,0
asowme productread,0
good moneyread,0
value money son using attending online class providing good sound reception good mic sound output read,0
excellent built quality balanced rich audio better noise reduction bass unmatched valuego,0
excellent sound quality good work well must buyread,0
awesome product nice flipkartread,0
good betterread,0
good bit uncomfortable cant put hour still okread,1
sound bass perform not crystal u hear music u want use hear speech movie purpose not,0
good enoughread,0
zabardast product read,0
product awesome packaging not well manner take day deliver otherwise product awesome battery awesome long lasting battery performance loved itread,0
nice productsound amazing battery back also good thank flipkartread,0
awesome love,0
nice product vishay hard ahe bahiread,0
sound quality specially bass,0
bought product attend online class within month one side stopped working taken care boat company n rectified major issue headset mic cant walk n talk person wont hear voice need hold phone use mic phone person able hear end concept bluetooth headset unable use headset without holding,1
got great value money product sound quality like high end,0
highly satisfied flipkartread,0
best headphone best priceread,0
awesome product best priceread,0
ya best device great voice bassgreat design look personally like itand try fast deliveryread,0
best ever gotread,0
great low priceread,0
buy thisread,0
good cushan painfull timeread,0
ok bluetooth connection weak around meter connectread,0
nice headphone superb bass not comfortable ear good battery pack still worth buyingread,0
product good doesnt support phone voice call mine nexus dont support voice calling rest,1
fantastic super cool low budget best product thank flip kart thisread,0
nice product clear sound high bassvery clear price le nice product read,0
best sound bass powerfulread,0
headset freaking awesome got gift brother im happy using flipkart delivering within day orderingread,0
pain u wear long meansread,1
ossum headphone bought big billion day offer superb headphone perfect one ossum product regular usage love read,1
super bass sound super qualityread,0
good sound comfortable wear last longread,0
awesome product thank u flipkart awesome productread,0
product design tooo pooor tat not comfortable wearing hour really pain mic quality tooo pooor look good not really comfortableread,1
nice sound worth,0
quite goodread,0
good tightread,0
good bluetooth headphoneread,0
good product recommendread,0
stylish beautiful best bass feel listening r maybe cheapest till tight bt maybe ill get used itbest wid window itthanx flipkartread,0
not much comfotableread,1
mouse properly notread,1
feel pleasure use boat rockerz well bluetooth headset would really appreciate every respectread,1
bought product yesterday used thought made kid not adult uncomfortable ear hurt alot guess get used not satisfying thought sound quality also ok boat bassheads better not wireless people want something comfortable worth money gave little si whose th grade fit perfectly not big small thats thought,1
total waste money go read,1
nice u really want enjoy music superb bass low budget buy worthread,0
productread,0
awesome sound satisfied read,0
amazinggood basstreble good lack hd good rangei think model better music lover,0
bass lover go powerful bass man clarity go read,0
worst packing look like used productsound bottom doest working troubling connect,1
best looking sound quality good price body design could much better read,0
poor bluetooth connectivityread,1
good bass good sound useful best playingread,0
good headphone give u decent bass comfortable take almost day adjust elasticity although u want good headphone overall decent quality go need extreme bass buy skull,0
call get distubance sound try listen song connecting aux cable wont get better quality battery backup goodread,1
received todayso far goodread,0
nice bass per price ear cushion made comfortable softread,0
battery backup poor bass not goodread,1
bad quality hate productread,1
osm baseread,0
battery backup disaster battery drain within minute disaster mic not much good another person unable hear voice bass lowread,1
nice product love hear,0
no refund policy buy not want use,1
look not worth cant talk purchaseread,1
excellent bluetoothread,0
good design sound qualityread,0
good quality featuresread,0
worst speakerread,1
best purchase everread,0
uncomfortableread,1
received today thank fast delivery first second time purchase headphone range headphone like dream read,0
olnly one word headphone ie incredible thing far apart word beautiful grt worth buying offer ie read,0
best product suggest buy wonderful sound qualityread,0
first boat already headphone senieser sony philip skullcandy inear sony jbl etc experiencing wellknown brand never expected amazing output boat price point different hear favorite track piece enjoying small tip laptop mobiledont go equalizer bass boosted play flat quality track kbps higher flacs result blow mindread,0
good short tym longer tym not suitable pain earsread,1
great expirence good sound equality great product also good quality headphone deep bass also good medium size headphone good feature also best wireless headphone priceread,0
worstread,1
awesome product superfast delivery flipkartread,0
expected durableread,1
not bad bluethooth ranging low,0
no mute button battery not long lastread,1
bad battery backupread,1
good product worth money buy r boat rockerz better,0
nicread,0
nice quality read,0
awesome bass awesome sound comfortable ear problem bluetooth connection weakens frequently get jump lyric sec listening song avoid got irritated occured couple number time ohh battery last long enough returned product might manufacturing defect ordered boat wireless let see one,0
ive used product year sound battery backup charging simply amazing issue faced wire get damaged every time plug month connectingdesconnecting issue started completely useless year thats fine except fantastic im writing part today,0
not use voice callingread,1
really bad experience flipkart facing connection drop walking n keeping phone pocket music keep dropping walk flipkart not even accepting request nor canceling almost day waiting flipkart accept return request thank flipkart u gave good experience onwards wouldnt buy online specifically flipkartread,1
moderate hurt ear moreover getting constant sound playing,0
best product headset optionread,0
quality awesome super bass nicely designed good battery backup tight ear mic not responsiveread,0
sound go outside headset cannot speak no micread,1
pro battery last long day bass good price attach cable battery dead connect fast wear minimum minute ear hurt sometimes give connection problem sometimes hear little beep sound connected bluetooth audio quality not good bass lover literally cant hear vocal,1
quality product bass awesomeread,0
amazing headphone sound quality good battery backup good overall great product bought r saleread,0
rd bluetooth headset buying amazing bass an sound everythingread,0
good speaking call headset not working fineread,0
mic dnt wrk properly wise decent productread,0
nice good product,0
good product affordable price v good specially sound good cool superb bass good battery hour battery life rating read,0
not cover ear good ear not coverread,0
superrrrb productread,0
used year overhead support broke headset little tight give pain continuous use hourread,1
okk using almost month review headphone superb sound quality bass osm minimal design little tight sometime adjusts week sominimal controler key soft cushionsnice battery backupdecent charging speed didnt find mic good overall beast proce rangeread,0
excellent product high quality sound clarity crisp high range jbl moto well n superb n soft,0
happy get time really best sound experience take different world music really loved itread,0
greatpowerful bassread,0
cool oneread,0
little beep continue running playing,1
buil quality good price range bluetooth connectivity poor quality bluetooth connectivity slightly enhanced would tremendous headfone,1
awesome productworth every pennysound quality bestread,0
loved quality much impressive battery backup also goodits looking great go product without thinkingread,0
amazing bass balanced treble need headphone like thought sony jbl audio technica good give shot opinion certainly,0
nice product high bass quality headphone no ear damage no heating problem long use charged hr give long backup ie near avoid charging good battery backup nice good people want enjoy music word choose best,0
uffff headphone man amazing sound quality boat rock market feel like past sony erricson headphoneread,0
device got not working connecting audio,1
okkread,0
much productsread,0
tje worst headphone dont buy day one side not working no response manufacturer company no single customer care rajasthan disappointing read,1
good expected boatread,0
bass awesomei love itread,0
buy first sightread,0
headphone good used cable used bluetooth mode background noise hurt outer ear worn one,1
disappointed sound quality delivers good bass battery backup good comfortable cushion interested sound quality better look jbl,1
awesome product value moneysound quality awesome base awesomebut build quality not feel premium price segment worth also not working well therefore gave star,0
nice product rich not great adequate thing not listen value money,0
quality good one thing doesnt support distance range connection otherwise seems well design look coolread,0
wow excellentread,0
mighty bass built quality good not excellent sound quality surrounding music like dolby atmosread,0
cheapest headphone never buyread,1
awesome mic worst cant used calling record voiceread,1
good sound wear long time not comfortableread,0
mic not working properly especially call sound quality good bass excellent good buck battery backup mark finally good,0
amazing audio product boat superb bass crystal clear sound awesome battery without kind deal priceread,0
gud headphone according price range little bit tight day earlier delivery date thanks gud read review day get adjusted thing work fine,0
good sound quality base best product range read,0
good battery osmread,0
one best budget headphone boatread,0
simply awesome purchased r baassound quality also good bluetooth doesnt work well calling otherwise thing also tighti call full paisaa vasoolyou never feel regret buying,1
great product great price look greatread,0
worst product not expectationsread,1
nice headphone nice sound specially bass balstread,0
really good packaging design sound quality everything superbread,0
excellent product thank flipkartsound bass look comfort read,0
amazing really highly recommended time pandemic online access meeting music highly demanded situation product really help work,0
heavy ear sound good return not compatible,0
bad experience heavy ear cant use minutesread,1
actually good not lieing first impression loved itread,0
great fan boat product using headphone since year last month stopped syncing,0
ok not good gaming purposeoverall good bass sound qualityread,0
headphone quite goodread,0
uncomfortable ear tightness earread,1
review day u looking good bass deep bass high sound ok dont buy calling purpose mic not good u shout little person listen said initial day seems tight day ok u cant wear long make ur ear feel pain battery pickup good motorola sread,1
bass good speaker small doesnt set ear well u give ur time u figure ur best position product not look big nd catchy ok,1
super good sound bass built quality look wise,0
wooowwww superb product good effect sound clarity bluetooth r working good system mobile phone headphone charger cable also connecting wire yr warranty woooww thank read,0
bad product get damaged monthsread,1
sound quality not expected headphone designtype not comfortable pressing ear head cant wear soft headset design type dont buy itread,1
product good delivery late found day ordered give star headphone tight ear please boat improve design thanksread,0
product mic not work th month headphone,1
earlobe hurt even minute usagebass loudness good think one go overtheear model better feel music noise cancellation battery backup dual usage mode especially good device even mic no problem suchbut highly doubt build quality suspect wont last long definitely cant packed suitcase carry bag lest break safe place serf purpose,1
excellent product good bass power backupit work around hour charged iti bought price boat give u awesome qualityread,1
good design soundread,0
really rockerzread,0
purchased may year avg use charge week battery last hr paid range still havent found headphone wellthese perfect value money build quality par sound deep pleasant bluetooth connection easy fast strong range good io device battery also visible dont forget also use aux go,0
sound quality superb nd look awesome go without u flipkart read,0
mic doesnt work expected everything else fineread,1
good priceread,0
awesome best bassits pretty light weight treble coolabove best budget headphoneread,0
good quality good bass not heavy saying saw product got rating placed order truly saying dissatisfied product bluetooth connectivity good huge lack shown music track playing bluetooth no issue aux mode built quality not good main thing searching bass heavy headphone saying bass heavy,0
excellent product need comfortablityread,0
boat rockerz one best product boat company love bassand sound quality excellent price range light weight comfortable use hour make pain ear headphone bestread,0
pretty good everythings fine thing ordered th december showed would reach th december th december got december almost lost hope product thank god got thisread,0
nice headset good bass battery backup great seems problem mic pretty good job noice cancellation,0
volume button not working think showoff kept volume symbolsread,1
went boat brand name purchased poorly designed using poor quality material ear start sweating within minute use fact bad cause infection settle thru long,1
battery backup awesome design good work well distance feets connect easily easy use wellread,0
good purchase overallread,0
boat headphone stopped working day working get fixed spending another good amount money problem wire also not comfortable year overall disappointed,1
sound good speaker headset creates pain ear time usage may within min mic not good cant use speaking call opposite side cant hear buy want listen good music without mic charge last,1
nice product easily adjusts size head boy,0
superb product boat sound fantabulously balanced great experience buying would say go read,0
nice playing pubgread,0
mic not helpful every call disconnect headphone coz caller heard low voice feel im talking long,1
perfect headphone rangeread,0
good listening music call person cant hear voice,1
qualityread,0
connectivity not good sound break midway bluetooth range lessread,1
woww im happy thnku flipkartread,0
nice headphone price,0
awesome highly recommend one used jbl sony one far better cant find better wireless headphone k bass sound clarity awesome amazed u play,0
attending call calling not able hear clear sound called customer care say instruction followed even also couldnt get clear sound flipkart assured product never replace product not worth,1
good bt im not satisfiedread,0
good price,0
one month bluetooth not,1
dont buy flipkart dont give return option strts pain half hour useread,1
first received damage product replace second time received good productread,1
sound quality design great not comfortable wearingread,1
mic not working mic poor sound quality average bluetooth connection disturb keeping pant pocketread,1
good sound quality damn bluetooth weak merely cover metre distanceread,1
kk first thing good quality using abt week no issue far sound quality awesome like im theatre also battery backup good using hr straight no connectivity issue problem fit tight hurt hears due prolong usage possible give rating recommend u guy go black one becoz cloth like texture,0
really happy productread,0
super soundread,0
awesome bass super sound good bole ek dam mast read,0
headphone loved much upto everything want clear loud sound high connectivity bluetooth tried phone laptop seems perfect red colour varient classic design feel standard get one aux cable also allows u use wire also instead use aux cable charging main factor ie battery long backup upto hour surprised product,0
really performs good son liked much best quality love product flipkartread,0
ear going disappear min wearing boat,0
call experience not good sound quality goodread,1
amazing headphoneread,1
nice product fabulos product bass good useing last dayread,0
writing review day headphone decent sound quality price come one easily distinguish high low pitch various kind sound long battery life take approximately hour full charging delivers hour incessant sound bass really good along treble punchier bass treble immerse give soothing sound call quality,0
good voice love productread,0
worth awesome quality awesome design awesome bass totally worth,0
mic sine problem time not work zoomread,1
awesome productread,0
using product since month say excellent product amazing music feeling top quality value money buy music enjoy super sound qualityread,0
tight smallread,1
great stereo sound boat moto pulse wired life good suitable travel not bulky feel heavy buttonspower button sec long press turn single press play pause answer end call double press redial found accidentally volume button single press next previous track long press increase decrease cover ear would,0
cant use mintread,1
really excited headphone first sound quality expectation bass also good main issue come comfort headphone not comfortable youll start feeling pain ear withing min use worst part return option not available product exchange really disappointed whats use good music not comfortable productread,1
superb quality buyble rangeread,0
amazing product best bass clear voice read,0
damage product receivedread,1
decent one worth money ear bigger average dont buy itread,0
highly recommended low budget good sound quality lasting good seems like tight head comfortable wear least medium headread,0
sound quite great bass super comfort cushion not good expected heat genreted hour use cant use hourread,0
sound plastic not,0
honest good product really happy best bass sound good durability good fast charging thing mic not working smoothly read,0
osm best headset super battery pickup small thinking ok good productread,1
bad sound quality looking like road side selling headphone money invested celebrity publishing brand invested improve sound quality good,1
fast delivery budget headphone batter goodread,0
osm productread,1
super class,0
worth,0
average product good enough price excellent bass excellent range excellent battery backup excellent ear cushion decent build quality good mic useless placed bad position cannot catch voice mouth pick unwanted surrounding noise make pathetic person talking understand anything saying click sound happens playing bluetooth especially,1
good issue comfortread,0
beautiful quality sound quality nice folding,0
amazing product good,0
worth every,0
awesome product thank flipkart happyread,0
nice product sound quality superread,0
base average cheap build quality horrible mic sound like hall speakingread,1
headphone issue connects phone get frequently disconnected,1
packing box special n surprise one product good use nice one much satisfied worth one,0
problem mike callingread,1
design totally badafter using minute ear start average headphone high,1
not good headphone got un audible wireless bluetooth issue suggestion not go product pleaseread,1
good bass sound quality much better good backup overall goodread,0
recommend not buy productbelieve wasted moneyread,1
super,0
well bad productbecouse day distroyread,1
fineread,1
best headphone world bass like wow excellent sound quality comfortable dont feel ache ear best comfortread,0
awesome product sound loud super light weight fold almost inside one thing note cant change volume wired mode wireless mode change volume otherwise amazing product got sale best price headphoneread,0
poor product defected trust,1
everything thing good connected bluetooth make voice call hearing perfect voice make low not audible opposite caller think mic not working wellread,0
battery working goodbass also okbut built quality not good becoz coming plastic frame recommendation take steel metal frame headsetmy headset broken using monthsread,0
packing good quality actually crystal clear bass appreciable overall nice product value money read,0
boat headphone best good product much happy much better read,0
getting pain ear usage,1
undoubtedly fabulous productread,0
good quality rate chooses top brand wouldve spent thanks flipkart boat brand making reasonable price go enjoy cool musicread,0
sond quality better two hear wery paine usingread,0
base superb battery backup goodoverall nice productread,0
could comfortable better hurt ear sometime answer call not good answering call mic not effective sometimes catch voice sometimes repeat twice thrice time please improve make comfortable,1
assure buying product worth im using last month dropped soo many time still working condition brought reading thn surely buy bcoz best feature battery backup even charge min work hour best battery life ever read,0
really good specially ur buying headphone like first time bass good n sound never distorted connectivity btr yes u love anyway cause rather con pro aftr depends upon price low basically best headphone good price atleast someone afford buy not used allread,0
nice product use product year no issue product must buy productread,0
well guy buying bluetooth headphone first time want best sound experience build quality without shelling lot money best thing get k dont think twice go,0
pain full canot use long time thea problem callingread,1
good bass lover no mic build quality average main problem min usage cause ear painread,1
worse product seen dont buy totally waste money,1
didnt get aux cableread,1
really amazingread,1
never ever buy leather cheap started coming within bad qualityread,1
value money love sound qualityread,0
nice product good sound read,0
awesome worth money like muchread,0
cant use hour start paining ear didnt cover whole earread,1
sound good even amazing bass range one problem cant wear long time enjoy music within minuet ear start painingwhich irritates,1
good bass good battery backupread,0
boat rockerz better ordered used week found boat rockerz better compared term sound term design look boat rockerz better want get high bass sound go blindly want good design look normal sound bass go boat rocker read,0
acording prize nice productread,0
battery backup excellentsound quality extremely good no issue connectivityi impressed already ordered another one different,0
bass super value moneyread,0
say superbread,0
mic not working wellread,1
calling feature not good expected lishning music goodread,0
nice song qualityread,0
terrible please dont buy regret lot bluetooth connectivity big blunder total waste money top flipkart no return policy product even request made within,1
best budget bt,0
main disadvantage design hurt ear min total waste money developer need think read,1
goood superimbread,0
battery backup ashvatthama denies die straightaway hour travel couldnt end charge work pretty well control great easy responsive true wireless freedom satisfied read,0
boat rockerz masterpiece bass sound quality thanx fit delivering product fast thanx like icing cake read,0
fell good ear bass good al full noise annoying no one play song video full voice good product thr cost quite low compared bluetooth headphonesi would recommend buy,0
favread,0
sound quality bass design everything alright using bluetooth biggest problem sound keep breaking cant head clear soundread,1
put sometime ear paining muchread,1
awesome product boat great delivery flipkart day expected sound clarity great used nokia bh boat rockerz leaf bass high end,0
goodat priceread,0
excellent sound amazing bassread,0
best headset segment usb audio cable quality good excellent music quality worth,0
stopped working use month advice not buy cheap low quality,1
good productsound quality goodbase also goodread,0
product good beyond expectationkiara advaani show product many timesi think major reason going choose one totally satisfied product recommend plzz buy product real song listener read,0
really love itread,0
strong not durable soft cution comfortable easy carryread,0
good headset best class sound quality bass best overall built design feel tight minute remove headphone not call purpose mic not good,0
good tight ear used longer painful earread,1
mic quantity poor background noise important calling cant use min ear,1
awesome headphone osum basssound quality goodread,0
v good product r plz dont buy headphone price r many good sound not clear not melody song,1
amazing no doutread,0
keep disconnecting using bluetooth listen music watching video calling give lot disturbance wont work not satisfied given price,1
awesome strong base good,0
awesome best experience sound bass suppread,0
everyone need good pasawasoul bluetooth headphone go boat rocker use year sound base quality battery stability wonderfuli recommend buy time special discount read,0
powerful bassread,0
not comfortable using time pain,1
amazing sound quality love read,0
product good not comfortable minutesread,1
nice fantastic premium quality best price read,0
pc connectivity issueread,1
dont u long timeveri tight projectpen earread,0
disgusting product one side speaker not working,1
love productread,0
good happy productread,0
month left side not workingread,1
good sound quality,1
worst please dont buyi writing review use one month not,1
looking pain min bluetooth good vocal not backup excellent charging,1
product good ear cushion rough uselessread,1
cool stuffread,0
nice workread,0
sound awesome not comfortable hard head,1
product good bass dezining greati happyread,0
boat rock sound,0
mm not goodread,1
want feel bass r blindly go,0
nice sound quality good must,0
bass exceptionally good balance basstremble vocal not upto marki mean youll love not pleasent hear hourunlike sennheiser consider pricein case best bluetooth headset option,0
good product superb sound built quality multi function button not working properly android device working fine laptop think compatibility issue android value money product flipkart service always smooth butter,1
excellent jst awesome product love bestread,0
osm product dilvery late build quality good not awesomesound quality osm battery backup hour rate product read,0
delivery boy dont come address lockdown needed go take far wise product goodread,1
horrible go sound quality horrible connectivity well really disappointedread,1
kam fantastic sound read,0
best boom headset ever price range great sound quality dual mode wired wireless u awesomeread,0
personally ear neck head start paining wear headset cant wear hour sound quality good comfort matter not satisfied product habbit wearing headset good bass good there noise cancellation well,1
affordable quality purchase must buyread,0
found tight required min use develop pain ear sound quality also average,1
awesome yrread,1
perfect headphone taking online class running cycling gymread,0
product really like also using itread,0
sound quality good build quality,1
bad product battery poor sound quality not good poorread,1
grip tight cant wear min ear start paining much sound quality good,1
headset simply awesome sound quality fantastic product best purchase,0
brilliant soundread,0
average headphone not worth price believe normal usage would suffice not comfortable fit wouldnt recommend gaming sure sound quality average bass not,1
mic not working headphone providing day replacement not money back really bad experience,1
great productno word sayexcellent productread,0
quality bad within use month ear pad removeread,1
battery good hour finish not mode good ideai recommend product boat brand good mic not good case used bluetooth could instead otherwise good product marketread,0
awesome product price tag purchased big billion,0
one year useread,1
pretty heavy cant use hr continouslyread,1
awsome quality super sound bass awsome happy product read,0
ultimate earphone nice earphone correct cost read,0
bad product worst sound quality stop working,1
satisfied productread,0
gifted sister happy see box quality got sound quality goodi used headphone including philip audiotechnica sony also stand quality audiotechnica yeah bluetooth work perfectlyboataudiotechnicars rangesoundmagic u buy yes ur budget stand near,0
trustable brandread,0
amazing sound quality reasonable price however grip ear tight make wearing uncomfortable rockerz come better option slightly higher,1
headphone first headphone love best budget nd like cold weather take instead cap cold air cant enter body read,0
fabulous product read,0
try itread,0
sound quality awesome bit tight ear long use day got,1
heavy mic not good person side line not able hear voice properly sound quality,1
average product price not bad,1
loved sound great bass zabarjast overall amazing headphone r meinread,0
bad product need regular charge useread,1
good bass excellent listening music mic doesnt work properly buy music loverread,0
boat rocker best choice buy buget headphone bass nice bulid quality also good not comfortable long period useread,0
osom nice product bass punchy build quality not,0
vey satisfied product reccomend buy itread,0
writting review month use genuinely sound good not comfortable using hour hurt lot tight ear claim hour playback gave around hour battery life reach suddenly die hope review helpful planning buy headphone u compromise,1
amazing one get engrossed sound speaker much nothing else heard design build body also good soft cushion package contains wired cable charging cable headphone go itread,0
think not good product not comfortable use mint sound average material not good suggest not buy product sell time think product duplicate read,1
nice product butwhen call phone call quality not goodread,1
good quality bluetooth headphone budgetread,1
headphone sound good bass also good not fitting uncomfortable afer using bluetooth connection automatically,1
thats okayread,1
sound quality good bass supereb battery last hour appx continue usage build quality also good strong noise cancellation not good another sound also played outside like,0
bluetooth not working correct cable fineread,1
sound super need clarity sound bluetooth calling not good still better headphone battery also good range bluetooth also nice sometimes get disconnected automatically playing song still ill recommend go headphonesread,1
wasamread,0
first want talk sound quality sound quality best price segment bass really punchy mids also good high volume sound crack bit otherwise really nice come build quality build quality amazing cant get better headphone sturdy light made good quality plastic thing didnt like bit tight sometimes become,0
load bass lover buy balanced sound not bassread,1
pauseresumevolume updown button not functioning first day really disappointed expected type product,1
bought product looking brand boatbut disappointed spending much money advertising better focus quality reduce price reasonable,1
one best product low cost flipkart really loved forget write review buying iam writing review exactly year no change sound quality base durability every thing,0
good product boat,0
much happyread,0
price point say best battery life good sound also good ear cushion little,0
got day patience taste better gorgeous put head full sound say go,0
nice n decent quality according sound n build comfortable wise good product price range purchased offer one go,0
nice headsetsworth moneyamazing productread,0
nice sound hedphone read,0
good value money tight around earsread,1
bass good song purchasing gaming calling totally disaster sound breaking problem purchased problem exist,1
awesome thanks lot flipkartread,0
good not perfectread,0
sometimes bluetooth connection go outread,1
sound keep breaking used even little distance phoneread,1
value money super bass sound also high quality like sound effect play bass song also good product gaming purpose buy play pubg thanks flipkart good packingread,0
no clarity voice call poor mic qualityread,1
nice headphone price band almost everyone good headphone bass treble good easy connect pair work well oppo mi phone cusions spring also good come aux cable used normal wired headphonesread,0
headphone excellent sound quality nice bass also good although satisfied productread,0
good connectivity call always lag sound quality excellent base really much excellent battery backup good bcz old version bluetooth maybe call,1
ok detailed unboxing review boat rockerz boxing product packed carton bubble packing outside original product content box aux cable long enough comfortable wear charging cable user manual description card item review felt output well enough product say super extra bass satisfactory heard better bass earphone bose jblread,1
good product good bass best bass lover priceread,0
iam using product last month worthyread,0
not comfortabledont buyread,1
got price range best headphone bass feel bass play bass boosted song quality sound aux phenomenal shake head wear head finally amazing product worth buyingread,0
really like product think k best budget headset even better get say little tight initially however loosens use person find earphone annoying cause fall probably wonderful option especially small head itll give perfect snug fit also awesome delivery flipkart got hrsif youre look budget headset aweread,0
betry month not working product not gdread,1
finally would say havent ever reviewed product awesome,0
sound build quality good looking headphone go,1
superb headset thank flipkartread,1
waste money month one side not,1
thanks flipkart product awesomeread,0
product good easy use good delivery thanku flipkart must buyread,0
feel tight ear otherwise goodits tight sometimes get headache n earpainread,0
good quality boat rockerz bass sound quality superb battery backup heavy us day great quality green colour like sporty feel thank much flipkartread,0
sound quality good connected bluetooth one side not working properlylow bassread,0
awesome bass price point product totally mark treble look wise also good ultra light wieght fastest connectivityeasy beyond infintyim loving itread,0
not covering ear holding tight hence paining sometimesread,1
superb must buyread,0
sound quality n bass quality poor battery back not goodread,1
sound great bass low bt earcups r pain,1
good product great sound prize range battery life goodread,0
osm quality little bit unsatisfiedsound quality bass rest quite goodread,0
best quality bass productread,0
yes buy without hesitationread,0
sometimes take much time connect even build quality not good cant get enough though good product matter bass game,0
superb sound quality read,0
received product yesterday say sound great bass also well returned product due cause unpredictable listening song sound cutting breaking every song lyric changing lyric also beeping also not working within sqft distance sometimes bluetooth connection automatically disconnectingi frustrated product may waste moneyread,1
gud qualityread,0
nice bt tight earread,1
smartread,0
super duper really bassu feel vibration u play bass boosted song super light cancellation might feel tight working good next person think ur little bit away ur phonenot issuecushions compromise price psuper price got go itif found review useful hit like button read,0
bass like thanksread,0
quality pretty good bass also backup go outside trust battery itll stand hr quality not good feel painful ear cushion no use ear feel make mad pubg cant judge footstep clearly even full volume aux cable playing bit want comfortable one go costly,1
good design ordered th oct reached,0
best price range good half hour use lil painfully ear,0
sound good not comfortable keep headset hour mic bad overall good experience listening song hour sound quality better normal ear phoneread,1
head belt broken four timesread,1
hard bass yaar love itread,0
v goodread,0
nice headset happyread,0
not buy looking quality product buy tight budget want show purpose thinking return somehow suggest better buy wired one good quality,1
headphone ok price bit tight ear get uncomfortable using long time please sure buying replace option not,1
headphone stopped working monthi,1
buy wantbass got sale seemed pretty good used variety earphone headphone believe sound quality decent le average price really good lot bass im not bass lover bass lover surely love vocal muddy due heavy bass treble moderate used past year working absolutely fine mic,0
